hostname,wallet,botBalance,blockNumber,timestamp,instrId,pathAmounts,grossProfit,netProfit,txHash
avalanche-singapore,0x103c7BEC38a948b738A430B2b685654dd95bE0A5,10000000000000000000000,123641,1613265447203,I0018,"24810749471137598073
1174865867128926649562
1109457761758700844744
26245994582978251029",1435245111840652956,1326205111840652956,,false,85995d5f8ee9645ca855e92de16fa62d2639806000000000000000000000000000000000000000000000000000000000000000e47ff36ab500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000080000000000000000000000000d11828308fc7c84ea31ccd398e609468d6d207130000000000000000000000000000000000000000000000000000000060287b530000000000000000000000000000000000000000000000000000000000000002000000000000000000000000b31f66aa3c1e785363f0875a1b74e27b85fd66c7000000000000000000000000474bb79c3e8e65dcc6df30f9de68592ed48bbfdbe54ca86531e17ef3616d22ca28b0d458b6c89106000000000000000000000000000000000000000000000000000000000000010438ed173900000000000000000000000000000000000000000000003fb08a097296f43cda000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000a0000000000000000000000000d11828308fc7c84ea31ccd398e609468d6d207130000000000000000000000000000000000000000000000000000000060287b530000000000000000000000000000000000000000000000000000000000000002000000000000000000000000474bb79c3e8e65dcc6df30f9de68592ed48bbfdb000000000000000000000000ba7deebbfc5fa1100fb055a87773e1e99cd3507ae54ca86531e17ef3616d22ca28b0d458b6c891060000000000000000000000000000000000000000000000000000000000000104676528d100000000000000000000000000000000000000000000003c24d1c4290f5336c8000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000a0000000000000000000000000d11828308fc7c84ea31ccd398e609468d6d207130000000000000000000000000000000000000000000000000000000060287b530000000000000000000000000000000000000000000000000000000000000002000000000000000000000000ba7deebbfc5fa1100fb055a87773e1e99cd3507a000000000000000000000000b31f66aa3c1e785363f0875a1b74e27b85fd66c7,"Error: cannot estimate gas; transaction may fail or may require manual gas limit (error={""code"":3,""response"":""{\""jsonrpc\"":\""2.0\"",\""id\"":21,\""error\"":{\""code\"":3,\""message\"":\""execution reverted: TransferHelper: TRANSFER_FROM_FAILED\"",\""data\"":\""0x08c379a0000000000000000000000000000000000000000000000000000000000000002000000000000000000000000000000000000000000000000000000000000000245472616e7366657248656c7065723a205452414e534645525f46524f4d5f4641494c454400000000000000000000000000000000000000000000000000000000\""}}\n""}, method=""estimateGas"", transaction={""from"":""0x103c7BEC38a948b738A430B2b685654dd95bE0A5"",""gasLimit"":{""type"":""BigNumber"",""hex"":""0x07a120""},""to"":""0xd11828308Fc7C84Ea31CCD398E609468d6D20713"",""data"":""0x41650279000000000000000000000000000000000000000000000000000000000000004000000000000000000000000000000000000000000000000158517d30e65e0a79000000000000000000000000000000000000000000000000000000000000038885995d5f8ee9645ca855e92de16fa62d2639806000000000000000000000000000000000000000000000000000000000000000e47ff36ab500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000080000000000000000000000000d11828308fc7c84ea31ccd398e609468d6d207130000000000000000000000000000000000000000000000000000000060287b530000000000000000000000000000000000000000000000000000000000000002000000000000000000000000b31f66aa3c1e785363f0875a1b74e27b85fd66c7000000000000000000000000474bb79c3e8e65dcc6df30f9de68592ed48bbfdbe54ca86531e17ef3616d22ca28b0d458b6c89106000000000000000000000000000000000000000000000000000000000000010438ed173900000000000000000000000000000000000000000000003fb08a097296f43cda000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000a0000000000000000000000000d11828308fc7c84ea31ccd398e609468d6d207130000000000000000000000000000000000000000000000000000000060287b530000000000000000000000000000000000000000000000000000000000000002000000000000000000000000474bb79c3e8e65dcc6df30f9de68592ed48bbfdb000000000000000000000000ba7deebbfc5fa1100fb055a87773e1e99cd3507ae54ca86531e17ef3616d22ca28b0d458b6c891060000000000000000000000000000000000000000000000000000000000000104676528d100000000000000000000000000000000000000000000003c24d1c4290f5336c8000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000a0000000000000000000000000d11828308fc7c84ea31ccd398e609468d6d207130000000000000000000000000000000000000000000000000000000060287b530000000000000000000000000000000000000000000000000000000000000002000000000000000000000000ba7deebbfc5fa1100fb055a87773e1e99cd3507a000000000000000000000000b31f66aa3c1e785363f0875a1b74e27b85fd66c7000000000000000000000000000000000000000000000000""}, code=UNPREDICTABLE_GAS_LIMIT, version=providers/5.0.22)"
avalanche-singapore,0x103c7BEC38a948b738A430B2b685654dd95bE0A5,10000000000000000000000,123658,1613265588650,I0018,"23519764237023934970
1106780938589990663373
1048373055017856691754
24801482234057469734",1281717997033534764,1172677997033534764,,false,85995d5f8ee9645ca855e92de16fa62d2639806000000000000000000000000000000000000000000000000000000000000000e47ff36ab500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000080000000000000000000000000d11828308fc7c84ea31ccd398e609468d6d207130000000000000000000000000000000000000000000000000000000060287be10000000000000000000000000000000000000000000000000000000000000002000000000000000000000000b31f66aa3c1e785363f0875a1b74e27b85fd66c7000000000000000000000000474bb79c3e8e65dcc6df30f9de68592ed48bbfdbe54ca86531e17ef3616d22ca28b0d458b6c89106000000000000000000000000000000000000000000000000000000000000010438ed173900000000000000000000000000000000000000000000003bffabc7abbdd1b4cd000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000a0000000000000000000000000d11828308fc7c84ea31ccd398e609468d6d207130000000000000000000000000000000000000000000000000000000060287be10000000000000000000000000000000000000000000000000000000000000002000000000000000000000000474bb79c3e8e65dcc6df30f9de68592ed48bbfdb000000000000000000000000ba7deebbfc5fa1100fb055a87773e1e99cd3507ae54ca86531e17ef3616d22ca28b0d458b6c891060000000000000000000000000000000000000000000000000000000000000104676528d1000000000000000000000000000000000000000000000038d5194b052e666e2a000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000a0000000000000000000000000d11828308fc7c84ea31ccd398e609468d6d207130000000000000000000000000000000000000000000000000000000060287be10000000000000000000000000000000000000000000000000000000000000002000000000000000000000000ba7deebbfc5fa1100fb055a87773e1e99cd3507a000000000000000000000000b31f66aa3c1e785363f0875a1b74e27b85fd66c7,"Error: cannot estimate gas; transaction may fail or may require manual gas limit (error={""code"":3,""response"":""{\""jsonrpc\"":\""2.0\"",\""id\"":20,\""error\"":{\""code\"":3,\""message\"":\""execution reverted: TransferHelper: TRANSFER_FROM_FAILED\"",\""data\"":\""0x08c379a0000000000000000000000000000000000000000000000000000000000000002000000000000000000000000000000000000000000000000000000000000000245472616e7366657248656c7065723a205452414e534645525f46524f4d5f4641494c454400000000000000000000000000000000000000000000000000000000\""}}\n""}, method=""estimateGas"", transaction={""from"":""0x103c7BEC38a948b738A430B2b685654dd95bE0A5"",""gasLimit"":{""type"":""BigNumber"",""hex"":""0x07a120""},""to"":""0xd11828308Fc7C84Ea31CCD398E609468d6D20713"",""data"":""0x4165027900000000000000000000000000000000000000000000000000000000000000400000000000000000000000000000000000000000000000014666fcf5e4bf79fa000000000000000000000000000000000000000000000000000000000000038885995d5f8ee9645ca855e92de16fa62d2639806000000000000000000000000000000000000000000000000000000000000000e47ff36ab500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000080000000000000000000000000d11828308fc7c84ea31ccd398e609468d6d207130000000000000000000000000000000000000000000000000000000060287be10000000000000000000000000000000000000000000000000000000000000002000000000000000000000000b31f66aa3c1e785363f0875a1b74e27b85fd66c7000000000000000000000000474bb79c3e8e65dcc6df30f9de68592ed48bbfdbe54ca86531e17ef3616d22ca28b0d458b6c89106000000000000000000000000000000000000000000000000000000000000010438ed173900000000000000000000000000000000000000000000003bffabc7abbdd1b4cd000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000a0000000000000000000000000d11828308fc7c84ea31ccd398e609468d6d207130000000000000000000000000000000000000000000000000000000060287be10000000000000000000000000000000000000000000000000000000000000002000000000000000000000000474bb79c3e8e65dcc6df30f9de68592ed48bbfdb000000000000000000000000ba7deebbfc5fa1100fb055a87773e1e99cd3507ae54ca86531e17ef3616d22ca28b0d458b6c891060000000000000000000000000000000000000000000000000000000000000104676528d1000000000000000000000000000000000000000000000038d5194b052e666e2a000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000a0000000000000000000000000d11828308fc7c84ea31ccd398e609468d6d207130000000000000000000000000000000000000000000000000000000060287be10000000000000000000000000000000000000000000000000000000000000002000000000000000000000000ba7deebbfc5fa1100fb055a87773e1e99cd3507a000000000000000000000000b31f66aa3c1e785363f0875a1b74e27b85fd66c7000000000000000000000000000000000000000000000000""}, code=UNPREDICTABLE_GAS_LIMIT, version=providers/5.0.22)"
avalanche-singapore,0x103c7BEC38a948b738A430B2b685654dd95bE0A5,10000000000000000000000,123757,1613266227861,I0015,"11549085107048607437
313075967121783762
267914497035909152
11676874259646623873",127789152598016436,18749152598016436,,,,
avalanche-singapore,0x103c7BEC38a948b738A430B2b685654dd95bE0A5,10000000000000000000000,123812,1613266806716,I0018,"29127810040013518115
1364602160970793588411
1277729244402943473158
31085594675634487542",1957784635620969427,1848744635620969427,,false,85995d5f8ee9645ca855e92de16fa62d2639806000000000000000000000000000000000000000000000000000000000000000e47ff36ab500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000080000000000000000000000000d11828308fc7c84ea31ccd398e609468d6d2071300000000000000000000000000000000000000000000000000000000602880a30000000000000000000000000000000000000000000000000000000000000002000000000000000000000000b31f66aa3c1e785363f0875a1b74e27b85fd66c7000000000000000000000000474bb79c3e8e65dcc6df30f9de68592ed48bbfdbe54ca86531e17ef3616d22ca28b0d458b6c89106000000000000000000000000000000000000000000000000000000000000010438ed1739000000000000000000000000000000000000000000000049f9a8c36e4a9196bb000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000a0000000000000000000000000d11828308fc7c84ea31ccd398e609468d6d2071300000000000000000000000000000000000000000000000000000000602880a30000000000000000000000000000000000000000000000000000000000000002000000000000000000000000474bb79c3e8e65dcc6df30f9de68592ed48bbfdb000000000000000000000000ba7deebbfc5fa1100fb055a87773e1e99cd3507ae54ca86531e17ef3616d22ca28b0d458b6c891060000000000000000000000000000000000000000000000000000000000000104676528d1000000000000000000000000000000000000000000000045440e2a15b5b73606000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000a0000000000000000000000000d11828308fc7c84ea31ccd398e609468d6d2071300000000000000000000000000000000000000000000000000000000602880a30000000000000000000000000000000000000000000000000000000000000002000000000000000000000000ba7deebbfc5fa1100fb055a87773e1e99cd3507a000000000000000000000000b31f66aa3c1e785363f0875a1b74e27b85fd66c7,"Error: cannot estimate gas; transaction may fail or may require manual gas limit (error={""code"":3,""response"":""{\""jsonrpc\"":\""2.0\"",\""id\"":21,\""error\"":{\""code\"":3,\""message\"":\""execution reverted: TransferHelper: TRANSFER_FROM_FAILED\"",\""data\"":\""0x08c379a0000000000000000000000000000000000000000000000000000000000000002000000000000000000000000000000000000000000000000000000000000000245472616e7366657248656c7065723a205452414e534645525f46524f4d5f4641494c454400000000000000000000000000000000000000000000000000000000\""}}\n""}, method=""estimateGas"", transaction={""from"":""0x103c7BEC38a948b738A430B2b685654dd95bE0A5"",""gasLimit"":{""type"":""BigNumber"",""hex"":""0x07a120""},""to"":""0xd11828308Fc7C84Ea31CCD398E609468d6D20713"",""data"":""0x416502790000000000000000000000000000000000000000000000000000000000000040000000000000000000000000000000000000000000000001943ac4e7d80ff523000000000000000000000000000000000000000000000000000000000000038885995d5f8ee9645ca855e92de16fa62d2639806000000000000000000000000000000000000000000000000000000000000000e47ff36ab500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000080000000000000000000000000d11828308fc7c84ea31ccd398e609468d6d2071300000000000000000000000000000000000000000000000000000000602880a30000000000000000000000000000000000000000000000000000000000000002000000000000000000000000b31f66aa3c1e785363f0875a1b74e27b85fd66c7000000000000000000000000474bb79c3e8e65dcc6df30f9de68592ed48bbfdbe54ca86531e17ef3616d22ca28b0d458b6c89106000000000000000000000000000000000000000000000000000000000000010438ed1739000000000000000000000000000000000000000000000049f9a8c36e4a9196bb000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000a0000000000000000000000000d11828308fc7c84ea31ccd398e609468d6d2071300000000000000000000000000000000000000000000000000000000602880a30000000000000000000000000000000000000000000000000000000000000002000000000000000000000000474bb79c3e8e65dcc6df30f9de68592ed48bbfdb000000000000000000000000ba7deebbfc5fa1100fb055a87773e1e99cd3507ae54ca86531e17ef3616d22ca28b0d458b6c891060000000000000000000000000000000000000000000000000000000000000104676528d1000000000000000000000000000000000000000000000045440e2a15b5b73606000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000a0000000000000000000000000d11828308fc7c84ea31ccd398e609468d6d2071300000000000000000000000000000000000000000000000000000000602880a30000000000000000000000000000000000000000000000000000000000000002000000000000000000000000ba7deebbfc5fa1100fb055a87773e1e99cd3507a000000000000000000000000b31f66aa3c1e785363f0875a1b74e27b85fd66c7000000000000000000000000000000000000000000000000""}, code=UNPREDICTABLE_GAS_LIMIT, version=providers/5.0.22)"
avalanche-singapore,0x103c7BEC38a948b738A430B2b685654dd95bE0A5,10000000000000000000000,123813,1613266808332,I0018,"29127810040013518115
1364602160970793588411
1277729244402943473158
31085594675634487542",1957784635620969427,1848744635620969427,,false,85995d5f8ee9645ca855e92de16fa62d2639806000000000000000000000000000000000000000000000000000000000000000e47ff36ab500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000080000000000000000000000000d11828308fc7c84ea31ccd398e609468d6d2071300000000000000000000000000000000000000000000000000000000602880a40000000000000000000000000000000000000000000000000000000000000002000000000000000000000000b31f66aa3c1e785363f0875a1b74e27b85fd66c7000000000000000000000000474bb79c3e8e65dcc6df30f9de68592ed48bbfdbe54ca86531e17ef3616d22ca28b0d458b6c89106000000000000000000000000000000000000000000000000000000000000010438ed1739000000000000000000000000000000000000000000000049f9a8c36e4a9196bb000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000a0000000000000000000000000d11828308fc7c84ea31ccd398e609468d6d2071300000000000000000000000000000000000000000000000000000000602880a40000000000000000000000000000000000000000000000000000000000000002000000000000000000000000474bb79c3e8e65dcc6df30f9de68592ed48bbfdb000000000000000000000000ba7deebbfc5fa1100fb055a87773e1e99cd3507ae54ca86531e17ef3616d22ca28b0d458b6c891060000000000000000000000000000000000000000000000000000000000000104676528d1000000000000000000000000000000000000000000000045440e2a15b5b73606000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000a0000000000000000000000000d11828308fc7c84ea31ccd398e609468d6d2071300000000000000000000000000000000000000000000000000000000602880a40000000000000000000000000000000000000000000000000000000000000002000000000000000000000000ba7deebbfc5fa1100fb055a87773e1e99cd3507a000000000000000000000000b31f66aa3c1e785363f0875a1b74e27b85fd66c7,"Error: cannot estimate gas; transaction may fail or may require manual gas limit (error={""code"":3,""response"":""{\""jsonrpc\"":\""2.0\"",\""id\"":1607,\""error\"":{\""code\"":3,\""message\"":\""execution reverted: TransferHelper: TRANSFER_FROM_FAILED\"",\""data\"":\""0x08c379a0000000000000000000000000000000000000000000000000000000000000002000000000000000000000000000000000000000000000000000000000000000245472616e7366657248656c7065723a205452414e534645525f46524f4d5f4641494c454400000000000000000000000000000000000000000000000000000000\""}}\n""}, method=""estimateGas"", transaction={""from"":""0x103c7BEC38a948b738A430B2b685654dd95bE0A5"",""gasLimit"":{""type"":""BigNumber"",""hex"":""0x07a120""},""to"":""0xd11828308Fc7C84Ea31CCD398E609468d6D20713"",""data"":""0x416502790000000000000000000000000000000000000000000000000000000000000040000000000000000000000000000000000000000000000001943ac4e7d80ff523000000000000000000000000000000000000000000000000000000000000038885995d5f8ee9645ca855e92de16fa62d2639806000000000000000000000000000000000000000000000000000000000000000e47ff36ab500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000080000000000000000000000000d11828308fc7c84ea31ccd398e609468d6d2071300000000000000000000000000000000000000000000000000000000602880a40000000000000000000000000000000000000000000000000000000000000002000000000000000000000000b31f66aa3c1e785363f0875a1b74e27b85fd66c7000000000000000000000000474bb79c3e8e65dcc6df30f9de68592ed48bbfdbe54ca86531e17ef3616d22ca28b0d458b6c89106000000000000000000000000000000000000000000000000000000000000010438ed1739000000000000000000000000000000000000000000000049f9a8c36e4a9196bb000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000a0000000000000000000000000d11828308fc7c84ea31ccd398e609468d6d2071300000000000000000000000000000000000000000000000000000000602880a40000000000000000000000000000000000000000000000000000000000000002000000000000000000000000474bb79c3e8e65dcc6df30f9de68592ed48bbfdb000000000000000000000000ba7deebbfc5fa1100fb055a87773e1e99cd3507ae54ca86531e17ef3616d22ca28b0d458b6c891060000000000000000000000000000000000000000000000000000000000000104676528d1000000000000000000000000000000000000000000000045440e2a15b5b73606000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000a0000000000000000000000000d11828308fc7c84ea31ccd398e609468d6d2071300000000000000000000000000000000000000000000000000000000602880a40000000000000000000000000000000000000000000000000000000000000002000000000000000000000000ba7deebbfc5fa1100fb055a87773e1e99cd3507a000000000000000000000000b31f66aa3c1e785363f0875a1b74e27b85fd66c7000000000000000000000000000000000000000000000000""}, code=UNPREDICTABLE_GAS_LIMIT, version=providers/5.0.22)"
avalanche-singapore,0x103c7BEC38a948b738A430B2b685654dd95bE0A5,10000000000000000000000,123821,1613266890106,I0018,"29291277520278292791
1372246420970753819917
1284449067700104518978
31271103380244417962",1979825859966125171,1870785859966125171,,,,
avalanche-singapore,0x103c7BEC38a948b738A430B2b685654dd95bE0A5,10000000000000000000000,123976,1613268443511,I0018,"54697148114169668301
2558902271179721304329
2274859824397069407181
61602374647022532948",6905226532852864647,6796186532852864647,,,,
avalanche-singapore,0x103c7BEC38a948b738A430B2b685654dd95bE0A5,10000000000000000000000,124002,1613268597647,I0015,"15513858482066824203
429102453682257989
358527139026920911
15746765545353404500",232907063286580297,123867063286580297,,,,
avalanche-singapore,0x103c7BEC38a948b738A430B2b685654dd95bE0A5,10000000000000000000000,124093,1613269414413,I0018,"54119176670774315766
2571313884603028725090
2284693295263760537343
60982707730659328493",6863531059885012727,6754491059885012727,,,,
avalanche-singapore,0x103c7BEC38a948b738A430B2b685654dd95bE0A5,10000000000000000000000,124104,1613269592807,I0015,"19319247089931282206
553820502679977727
448502078172656034
19688373949764624520",369126859833342314,260086859833342314,,,,
avalanche-singapore,0x103c7BEC38a948b738A430B2b685654dd95bE0A5,10000000000000000000000,124154,1613270027737,I0015,"10808814064107728089
304811182689725915
248781815784850801
10922432188609115717",113618124501387628,4578124501387628,,,,
avalanche-singapore,0x103c7BEC38a948b738A430B2b685654dd95bE0A5,10000000000000000000000,124184,1613270310349,I0015,"10800881744104095492
311090721232361650
249023036125080134
10915615946902541835",114734202798446343,5694202798446343,,,,
avalanche-singapore,0x103c7BEC38a948b738A430B2b685654dd95bE0A5,10000000000000000000000,124198,1613270454103,I0015,"31136409875170002845
953055708087085007
733677194466072024
32139677377521351411",1003267502351348566,894227502351348566,,,,
avalanche-singapore,0x103c7BEC38a948b738A430B2b685654dd95bE0A5,10000000000000000000000,128251,1613311027754,I0016,"94612042555430419084
2075082957768405715
2491249584467861531
103156337797332898853",8544295241902479769,8435255241902479769,,,,
avalanche-singapore,0x103c7BEC38a948b738A430B2b685654dd95bE0A5,10000000000000000000000,128256,1613311042509,I0019,"24536854523908676266
916215599102457734475
1096941491665616924355
25790873062342488330",1254018538433812064,1144978538433812064,,,,
